EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-3.563,-9.633,-6.273,-3.212,-10.247,-12.382,-10.361,-9.113,-0.047,0.949,-0.394,0.092,2.472,0.732,80.000,16964.000,1.000
-2.104,-9.121,-4.873,-2.227,-8.955,-12.765,-9.994,-8.481,-0.046,0.950,-0.391,0.092,2.533,0.763,80.000,16965.000,1.000
2.638,-4.908,-0.491,1.613,-3.267,-8.973,-4.279,-2.600,-0.047,0.952,-0.394,0.061,2.411,0.702,80.000,16966.000,1.000
7.115,0.284,3.474,4.004,1.712,-4.047,0.495,1.803,-0.047,0.953,-0.393,-0.031,2.319,0.824,80.000,16967.000,1.000
6.766,2.610,3.247,1.684,1.396,-3.324,-1.662,-0.479,-0.048,0.956,-0.393,-0.061,2.258,0.916,80.000,16968.000,1.000
2.128,1.937,-0.255,-2.245,-2.370,-6.495,-7.997,-5.914,-0.047,0.954,-0.391,-0.244,2.167,0.885,80.000,16969.000,1.000
-3.296,-1.114,-4.516,-4.242,-6.009,-10.237,-12.288,-8.691,-0.047,0.954,-0.389,-0.183,2.136,0.793,80.000,16970.000,1.000
-6.267,-5.594,-7.543,-4.186,-7.711,-12.164,-11.851,-7.722,-0.047,0.953,-0.391,-0.244,2.136,0.763,80.000,16971.000,1.000
-5.484,-8.229,-7.448,-2.734,-6.733,-11.079,-8.132,-4.940,-0.046,0.952,-0.390,-0.580,1.953,0.854,80.000,16972.000,1.000
-3.488,-8.132,-5.238,-1.167,-5.345,-10.311,-6.652,-3.647,-0.045,0.949,-0.392,-0.641,2.045,0.885,80.000,16973.000,1.000
-3.207,-7.831,-4.010,-1.405,-6.811,-14.306,-11.598,-6.541,-0.045,0.948,-0.390,-0.671,2.045,0.916,80.000,16974.000,1.000
-2.840,-6.397,-3.378,-2.580,-8.780,-18.243,-17.185,-10.553,-0.044,0.947,-0.394,-0.702,2.045,1.099,80.000,16975.000,1.000
-0.502,-2.491,-1.703,-2.531,-7.367,-15.409,-15.501,-10.469,-0.043,0.947,-0.393,-0.702,2.075,1.099,80.000,16976.000,1.000
0.191,-1.039,-1.407,-2.743,-5.068,-9.897,-9.590,-7.416,-0.043,0.949,-0.394,-0.702,2.045,1.282,80.000,16977.000,1.000
-4.261,-5.472,-4.774,-5.694,-5.769,-8.322,-6.762,-5.821,-0.041,0.948,-0.396,-0.854,1.984,1.373,80.000,16978.000,1.000
-10.722,-10.702,-8.816,-9.146,-7.860,-10.112,-6.975,-5.808,-0.043,0.948,-0.393,-0.854,2.014,1.434,80.000,16979.000,1.000
-13.146,-10.761,-9.042,-8.519,-7.411,-11.161,-5.652,-4.364,-0.042,0.947,-0.389,-0.854,1.984,1.495,80.000,16980.000,1.000
-10.670,-6.678,-5.388,-3.371,-3.528,-8.456,-1.877,-0.924,-0.043,0.947,-0.392,-0.916,1.984,1.648,80.000,16981.000,1.000
-7.638,-3.533,-1.936,1.668,0.794,-2.644,0.922,1.446,-0.047,0.947,-0.393,-0.916,1.984,1.648,80.000,16982.000,1.000
-7.402,-3.955,-2.432,1.017,1.359,0.954,-0.145,-0.565,-0.052,0.944,-0.391,-0.977,1.984,1.617,80.000,16983.000,1.000
-10.913,-7.046,-7.328,-6.567,-3.116,-2.632,-5.648,-6.793,-0.052,0.945,-0.390,-0.885,1.892,1.587,80.000,16984.000,1.000
-16.191,-10.193,-12.643,-14.773,-8.640,-10.585,-13.384,-12.877,-0.051,0.943,-0.391,-0.977,1.740,1.434,80.000,16985.000,1.000
-17.397,-10.152,-12.570,-15.239,-9.441,-13.999,-17.105,-13.647,-0.052,0.942,-0.389,-0.946,1.587,1.221,80.000,16986.000,1.000
-12.201,-6.276,-6.991,-7.902,-5.213,-10.084,-12.998,-8.771,-0.051,0.942,-0.391,-1.038,1.556,1.068,80.000,16987.000,1.000
-7.421,-3.273,-3.273,-1.563,-2.171,-6.776,-7.040,-4.426,-0.050,0.941,-0.390,-1.038,1.465,0.946,80.000,16988.000,1.000
-9.738,-5.670,-6.318,-2.689,-4.142,-8.933,-5.955,-5.481,-0.050,0.940,-0.390,-1.007,1.373,0.824,80.000,16989.000,1.000
-16.035,-10.705,-11.892,-7.930,-7.063,-9.980,-6.877,-8.494,-0.046,0.942,-0.392,-0.916,1.221,0.854,80.000,16990.000,1.000
-20.137,-13.242,-14.776,-11.482,-7.051,-5.599,-5.991,-8.995,-0.045,0.944,-0.392,-0.885,1.068,0.671,80.000,16991.000,1.000
-21.253,-12.892,-15.631,-13.382,-6.242,-0.968,-5.658,-8.906,-0.045,0.945,-0.392,-0.885,1.038,0.854,80.000,16992.000,1.000
-20.081,-11.383,-15.660,-14.825,-6.417,-0.383,-6.892,-9.876,-0.045,0.945,-0.394,-0.916,1.160,0.671,80.000,16993.000,1.000
-16.559,-10.199,-14.406,-14.619,-6.557,-3.771,-7.691,-9.666,-0.046,0.944,-0.391,-1.038,1.160,0.732,80.000,16994.000,1.000
-13.115,-10.425,-13.173,-13.135,-6.738,-8.891,-7.913,-8.282,-0.043,0.945,-0.394,-1.038,1.068,0.732,80.000,16995.000,1.000
-11.691,-9.925,-12.438,-11.009,-6.830,-10.674,-7.417,-7.191,-0.043,0.950,-0.391,-1.007,1.038,0.824,80.000,16996.000,1.000
-10.466,-5.887,-10.165,-7.351,-5.539,-6.917,-4.948,-5.196,-0.042,0.949,-0.393,-0.977,1.068,0.885,80.000,16997.000,1.000
-8.429,-0.883,-6.728,-3.732,-3.519,-1.896,-1.077,-2.046,-0.042,0.947,-0.391,-1.099,1.007,0.946,80.000,16998.000,1.000
-7.653,0.053,-5.082,-2.666,-2.504,0.424,2.353,0.392,-0.043,0.946,-0.390,-1.099,1.099,0.916,80.000,16999.000,1.000
-8.403,-3.551,-5.676,-2.872,-2.432,-0.019,3.870,1.948,-0.043,0.948,-0.389,-1.038,1.160,0.977,80.000,17000.000,1.000
-8.152,-7.926,-6.799,-2.878,-2.713,-1.732,2.343,2.627,-0.043,0.947,-0.391,-0.977,1.160,1.038,80.000,17001.000,1.000
-7.006,-9.806,-8.191,-4.704,-3.622,-2.936,-1.116,1.149,-0.045,0.947,-0.391,-1.007,1.190,1.160,80.000,17002.000,1.000
-8.384,-9.776,-10.548,-8.989,-5.197,-3.830,-2.993,-1.444,-0.047,0.947,-0.391,-0.916,1.160,1.068,80.000,17003.000,1.000
-12.193,-10.634,-12.767,-11.662,-6.660,-5.934,-2.327,-2.623,-0.045,0.946,-0.393,-0.854,1.099,1.099,80.000,17004.000,1.000
-13.057,-11.838,-12.615,-9.421,-7.281,-7.491,-2.561,-2.965,-0.045,0.946,-0.395,-0.946,1.129,1.068,80.000,17005.000,1.000
-9.597,-10.907,-10.808,-5.296,-7.966,-6.883,-6.254,-5.044,-0.047,0.945,-0.391,-0.946,1.038,1.007,80.000,17006.000,1.000
-7.614,-9.000,-10.523,-4.629,-9.987,-6.851,-10.611,-8.282,-0.047,0.946,-0.390,-0.854,1.129,1.099,80.000,17007.000,1.000
-9.430,-8.016,-11.722,-7.264,-11.355,-7.636,-10.464,-8.860,-0.048,0.947,-0.390,-0.824,1.038,1.007,80.000,17008.000,1.000
-10.173,-6.833,-11.518,-8.646,-9.324,-5.660,-5.979,-5.951,-0.048,0.947,-0.393,-0.793,1.007,0.916,80.000,17009.000,1.000
-8.042,-5.403,-10.471,-7.924,-6.364,-2.655,-3.832,-4.215,-0.047,0.945,-0.392,-0.916,1.038,1.099,80.000,17010.000,1.000
-7.995,-5.980,-11.795,-8.560,-6.741,-3.086,-6.786,-6.738,-0.046,0.945,-0.389,-0.763,1.007,1.038,80.000,17011.000,1.000
-11.462,-7.973,-14.252,-9.983,-8.824,-4.457,-8.770,-9.282,-0.047,0.944,-0.391,-0.702,0.854,1.129,80.000,17012.000,1.000
-12.132,-8.062,-13.084,-7.463,-8.076,-2.545,-5.472,-6.667,-0.046,0.946,-0.393,-0.671,0.885,1.221,80.000,17013.000,1.000
-6.692,-5.828,-8.223,-2.292,-4.947,0.269,-0.795,-1.080,-0.045,0.947,-0.391,-0.641,0.916,1.160,80.000,17014.000,1.000
-1.097,-4.381,-5.052,-1.683,-3.616,0.136,0.354,1.553,-0.045,0.948,-0.389,-0.641,0.885,1.068,80.000,17015.000,1.000
-2.187,-5.596,-6.746,-7.252,-5.241,-1.779,-1.616,-0.293,-0.044,0.947,-0.390,-0.702,0.854,1.007,80.000,17016.000,1.000
-9.039,-8.446,-10.910,-13.107,-7.263,-2.841,-3.578,-3.865,-0.044,0.946,-0.394,-0.641,0.854,1.099,80.000,17017.000,1.000
-14.826,-11.177,-13.597,-14.513,-7.822,-3.902,-4.115,-6.174,-0.045,0.946,-0.391,-0.610,0.916,1.038,80.000,17018.000,1.000
-14.971,-12.040,-13.233,-12.179,-7.218,-6.469,-3.942,-5.678,-0.047,0.946,-0.390,-0.580,0.824,0.977,80.000,17019.000,1.000
-11.496,-10.208,-10.998,-9.427,-6.554,-9.399,-5.129,-3.876,-0.047,0.948,-0.393,-0.580,0.793,0.885,80.000,17020.000,1.000
-8.123,-6.620,-8.150,-7.177,-5.904,-10.348,-8.233,-3.216,-0.047,0.947,-0.391,-0.549,0.916,0.824,80.000,17021.000,1.000
-4.974,-2.342,-4.374,-3.483,-3.538,-7.526,-8.811,-2.132,-0.047,0.946,-0.391,-0.519,0.854,0.732,80.000,17022.000,1.000
-1.885,1.119,-0.767,0.729,0.721,-1.574,-3.102,1.444,-0.046,0.948,-0.391,-0.519,0.916,0.763,80.000,17023.000,1.000
-1.434,1.983,0.112,1.757,4.464,5.398,5.297,4.803,-0.047,0.947,-0.390,-0.549,0.824,0.702,80.000,17024.000,1.000
-4.072,1.086,-1.145,-0.217,6.531,11.195,10.099,5.371,-0.045,0.945,-0.391,-0.549,0.824,0.702,80.000,17025.000,1.000
-5.877,0.029,-1.931,-1.861,6.978,11.569,9.189,4.620,-0.045,0.944,-0.391,-0.671,0.763,0.763,80.000,17026.000,1.000
-4.211,-1.116,-1.442,-1.183,6.266,6.248,5.946,4.282,-0.046,0.945,-0.390,-0.702,0.702,0.732,80.000,17027.000,1.000
-0.591,-1.283,0.283,1.851,6.180,2.524,4.348,3.940,-0.046,0.947,-0.389,-0.610,0.793,0.671,80.000,17028.000,1.000
2.413,0.754,2.782,4.947,7.141,3.332,3.623,2.867,-0.046,0.947,-0.392,-0.610,0.885,0.763,80.000,17029.000,1.000
3.561,3.853,4.578,5.734,7.886,4.666,2.471,2.229,-0.046,0.948,-0.391,-0.702,0.946,0.793,80.000,17030.000,1.000
3.985,6.932,5.493,5.567,8.653,5.483,2.621,3.579,-0.045,0.946,-0.393,-0.732,1.007,0.732,80.000,17031.000,1.000
6.154,9.652,6.593,6.643,9.609,6.290,3.376,5.540,-0.043,0.945,-0.391,-0.702,1.038,0.763,80.000,17032.000,1.000
9.118,9.647,6.899,7.033,8.745,4.513,1.211,4.971,-0.043,0.946,-0.391,-0.610,0.977,0.854,80.000,17033.000,1.000
8.569,5.586,4.721,3.643,5.440,0.844,-2.988,1.353,-0.045,0.946,-0.392,-0.732,1.007,0.854,80.000,17034.000,1.000
4.263,1.767,1.628,-1.458,2.836,1.219,-3.521,-1.954,-0.045,0.946,-0.394,-0.671,1.007,0.793,80.000,17035.000,1.000
1.446,3.032,1.016,-2.705,3.645,6.847,1.236,-1.431,-0.046,0.945,-0.393,-0.641,1.038,0.854,80.000,17036.000,1.000
3.140,7.889,3.619,0.945,6.505,11.832,5.728,2.125,-0.045,0.944,-0.391,-0.671,1.190,0.885,80.000,17037.000,1.000
6.750,11.652,7.184,4.708,8.883,13.572,6.839,5.064,-0.045,0.943,-0.392,-0.610,1.038,0.916,80.000,17038.000,1.000
9.377,12.556,9.821,5.567,10.345,14.834,7.886,6.083,-0.045,0.944,-0.391,-0.519,1.129,0.885,80.000,17039.000,1.000
11.303,11.698,11.224,5.545,10.968,15.389,9.396,6.436,-0.046,0.945,-0.392,-0.549,1.129,0.977,80.000,17040.000,1.000
12.735,10.050,10.820,5.850,9.820,12.637,7.736,6.118,-0.046,0.944,-0.391,-0.519,1.068,1.007,80.000,17041.000,1.000
12.198,7.964,8.193,4.561,7.157,8.816,4.386,4.176,-0.046,0.944,-0.391,-0.549,1.190,0.977,80.000,17042.000,1.000
9.792,6.460,5.282,1.795,5.467,8.518,4.598,1.996,-0.045,0.946,-0.391,-0.458,1.221,1.099,80.000,17043.000,1.000
7.169,5.496,3.833,-0.249,5.229,10.416,6.969,1.262,-0.045,0.946,-0.393,-0.519,1.312,1.099,80.000,17044.000,1.000
5.178,2.936,2.762,-1.386,3.576,8.851,5.693,0.513,-0.046,0.944,-0.395,-0.458,1.251,1.099,80.000,17045.000,1.000
4.767,-0.628,1.671,-1.625,0.472,3.476,1.925,-1.008,-0.045,0.945,-0.391,-0.427,1.251,1.160,80.000,17046.000,1.000
6.689,-1.330,2.348,0.633,-0.099,0.073,1.351,-0.661,-0.044,0.946,-0.389,-0.458,1.129,1.099,80.000,17047.000,1.000
9.471,1.219,4.885,4.731,2.600,1.467,2.963,1.665,-0.045,0.947,-0.390,-0.488,1.221,1.129,80.000,17048.000,1.000
10.065,2.704,6.111,5.818,3.876,3.757,1.104,1.481,-0.044,0.948,-0.390,-0.519,1.312,1.099,80.000,17049.000,1.000
6.619,0.109,3.311,0.916,0.545,2.103,-3.857,-2.339,-0.044,0.947,-0.389,-0.580,1.251,1.007,80.000,17050.000,1.000
0.920,-4.407,-1.478,-5.205,-4.051,-3.002,-5.601,-4.682,-0.045,0.946,-0.388,-0.519,1.251,1.007,80.000,17051.000,1.000
-2.589,-6.112,-3.075,-5.813,-4.327,-5.872,-1.259,-2.111,-0.043,0.945,-0.392,-0.610,1.343,1.038,80.000,17052.000,1.000
-1.227,-3.441,0.245,-1.385,0.050,-2.936,4.269,2.252,-0.045,0.947,-0.392,-0.580,1.282,1.129,80.000,17053.000,1.000
2.563,0.553,4.329,2.067,3.750,1.420,4.119,3.251,-0.044,0.945,-0.388,-0.580,1.343,1.160,80.000,17054.000,1.000
3.531,2.449,4.929,1.341,3.268,1.585,-1.077,0.509,-0.045,0.945,-0.389,-0.641,1.373,1.190,80.000,17055.000,1.000
1.293,2.070,3.471,-0.410,1.465,-0.301,-3.766,-1.418,-0.044,0.946,-0.389,-0.610,1.343,1.160,80.000,17056.000,1.000
1.456,1.672,4.102,1.489,2.306,0.439,-0.897,-0.034,-0.044,0.945,-0.390,-0.702,1.434,1.282,80.000,17057.000,1.000
5.870,2.984,7.198,6.607,5.320,3.143,3.510,2.549,-0.044,0.947,-0.388,-0.671,1.404,1.312,80.000,17058.000,1.000
9.700,5.410,9.660,10.013,7.729,5.089,6.540,4.452,-0.043,0.946,-0.387,-0.671,1.434,1.282,80.000,17059.000,1.000
9.562,6.197,9.327,8.037,7.270,4.828,6.835,4.440,-0.044,0.947,-0.389,-0.641,1.373,1.190,80.000,17060.000,1.000
7.470,4.465,7.363,2.671,4.333,2.547,4.126,1.781,-0.043,0.947,-0.391,-0.671,1.404,1.190,80.000,17061.000,1.000
7.534,4.530,7.592,0.779,4.043,2.917,4.765,0.982,-0.043,0.947,-0.390,-0.610,1.404,1.221,80.000,17062.000,1.000
10.407,8.790,10.786,4.998,8.629,8.814,12.041,5.298,-0.043,0.946,-0.387,-0.732,1.526,1.221,80.000,17063.000,1.000
11.717,11.898,12.018,8.780,11.117,12.919,15.144,7.935,-0.045,0.946,-0.389,-0.763,1.526,1.221,80.000,17064.000,1.000
8.831,10.122,8.748,6.690,6.789,8.848,7.198,3.835,-0.043,0.947,-0.390,-0.641,1.526,1.099,80.000,17065.000,1.000
5.095,7.014,4.794,2.029,1.024,2.233,-1.260,-0.897,-0.043,0.946,-0.390,-0.671,1.587,1.282,80.000,17066.000,1.000
3.686,4.599,2.789,-0.244,-1.300,-0.156,-1.521,-1.323,-0.043,0.946,-0.388,-0.641,1.587,1.343,80.000,17067.000,1.000
3.346,1.341,1.416,-0.132,-1.756,0.392,1.951,-0.385,-0.044,0.946,-0.388,-0.610,1.495,1.312,80.000,17068.000,1.000
2.540,-1.168,0.340,-0.065,-2.045,0.781,4.123,-0.363,-0.044,0.946,-0.388,-0.519,1.465,1.282,80.000,17069.000,1.000
1.864,-0.235,0.751,-0.662,-1.662,0.470,4.574,-0.216,-0.045,0.944,-0.388,-0.580,1.404,1.282,80.000,17070.000,1.000
2.259,3.015,2.713,-0.457,-0.376,0.761,3.738,0.520,-0.046,0.945,-0.387,-0.488,1.434,1.282,80.000,17071.000,1.000
3.788,5.505,4.728,0.905,0.862,3.417,2.977,0.952,-0.043,0.945,-0.389,-0.458,1.465,1.221,80.000,17072.000,1.000
4.863,5.164,4.791,1.476,0.249,5.963,2.345,-0.129,-0.045,0.946,-0.389,-0.488,1.434,1.282,80.000,17073.000,1.000
4.055,2.601,3.109,0.844,-2.263,3.328,0.104,-1.883,-0.043,0.946,-0.392,-0.488,1.373,1.343,80.000,17074.000,1.000
3.048,0.818,2.554,0.963,-3.948,-2.521,-2.695,-1.844,-0.042,0.946,-0.389,-0.549,1.312,1.251,80.000,17075.000,1.000
3.928,1.183,3.934,1.446,-3.894,-5.101,-4.278,-0.870,-0.042,0.946,-0.391,-0.458,1.343,1.282,80.000,17076.000,1.000
5.553,1.835,4.756,0.453,-4.150,-4.258,-5.214,-1.460,-0.043,0.947,-0.390,-0.549,1.282,1.343,80.000,17077.000,1.000
5.324,1.156,3.621,-0.908,-5.053,-3.409,-5.073,-2.529,-0.045,0.945,-0.391,-0.427,1.282,1.282,80.000,17078.000,1.000
2.264,-0.136,1.483,-1.393,-5.260,-2.370,-3.456,-2.803,-0.045,0.946,-0.389,-0.488,1.221,1.404,80.000,17079.000,1.000
-1.100,-0.391,-0.029,-2.332,-4.896,-1.018,-2.756,-3.441,-0.044,0.945,-0.389,-0.580,1.190,1.312,80.000,17080.000,1.000
-0.617,0.973,0.518,-3.786,-4.472,-2.051,-4.081,-3.921,-0.045,0.945,-0.389,-0.610,1.221,1.221,80.000,17081.000,1.000
3.527,3.046,3.074,-3.449,-3.322,-5.227,-4.753,-2.583,-0.045,0.947,-0.387,-0.519,1.221,1.282,80.000,17082.000,1.000
5.856,3.797,5.092,-1.707,-1.924,-6.765,-3.775,-1.475,-0.042,0.947,-0.387,-0.458,1.129,1.190,80.000,17083.000,1.000
2.313,0.931,3.452,-2.783,-2.844,-5.935,-4.199,-3.957,-0.043,0.946,-0.389,-0.488,1.129,1.160,80.000,17084.000,1.000
-4.187,-4.391,-1.116,-7.550,-6.095,-4.240,-5.879,-7.957,-0.044,0.948,-0.389,-0.488,1.099,1.129,80.000,17085.000,1.000
-7.004,-6.875,-4.064,-11.092,-7.826,-1.784,-4.945,-8.650,-0.043,0.946,-0.388,-0.427,1.068,1.007,80.000,17086.000,1.000
-4.385,-4.483,-3.285,-10.335,-6.446,-0.354,-2.289,-6.236,-0.044,0.948,-0.389,-0.488,1.221,0.946,80.000,17087.000,1.000
-0.782,-1.538,-1.014,-6.716,-4.274,-2.470,-1.714,-4.108,-0.042,0.947,-0.389,-0.427,1.068,0.977,80.000,17088.000,1.000
0.158,-1.496,0.800,-1.865,-2.517,-5.896,-2.144,-2.671,-0.042,0.948,-0.387,-0.549,0.946,0.916,80.000,17089.000,1.000
-1.178,-3.130,1.816,1.988,-0.796,-6.387,-1.176,-1.184,-0.044,0.947,-0.390,-0.488,0.916,0.916,80.000,17090.000,1.000
-2.809,-4.909,1.151,1.057,-0.674,-4.641,-1.497,-1.713,-0.043,0.946,-0.389,-0.488,1.099,0.916,80.000,17091.000,1.000
-3.120,-6.112,-1.140,-4.299,-3.172,-4.141,-4.872,-5.111,-0.043,0.948,-0.388,-0.519,0.946,0.977,80.000,17092.000,1.000
-1.818,-4.602,-2.279,-7.827,-4.824,-4.322,-6.639,-7.424,-0.041,0.948,-0.388,-0.549,0.977,1.007,80.000,17093.000,1.000
-0.149,-0.063,-0.562,-5.914,-2.733,-2.865,-3.990,-5.716,-0.041,0.948,-0.389,-0.580,0.854,0.946,80.000,17094.000,1.000
0.892,4.051,1.883,-2.264,0.392,-0.843,-0.559,-2.389,-0.042,0.948,-0.386,-0.580,0.946,0.946,80.000,17095.000,1.000
1.598,5.454,2.945,-1.036,1.221,0.076,0.654,-0.731,-0.043,0.947,-0.385,-0.641,1.038,1.068,80.000,17096.000,1.000
2.228,5.207,3.243,-1.424,0.681,0.779,0.943,-0.789,-0.043,0.947,-0.388,-0.641,0.946,1.007,80.000,17097.000,1.000
2.574,5.092,3.792,-1.371,1.304,3.125,3.179,-0.646,-0.044,0.949,-0.390,-0.732,1.038,1.007,80.000,17098.000,1.000
3.007,6.384,4.921,-0.707,3.792,7.303,7.876,1.128,-0.044,0.947,-0.388,-0.641,0.916,0.854,80.000,17099.000,1.000
4.290,9.180,7.256,1.103,7.296,10.882,11.492,4.542,-0.045,0.945,-0.389,-0.702,0.916,0.793,80.000,17100.000,1.000
6.222,11.677,10.722,4.904,10.757,11.721,11.026,8.062,-0.047,0.947,-0.390,-0.854,0.916,0.793,80.000,17101.000,1.000
8.006,12.528,13.829,9.089,13.339,10.993,8.395,9.715,-0.046,0.948,-0.391,-0.732,0.946,0.732,80.000,17102.000,1.000
9.899,12.844,15.690,11.586,15.030,11.755,7.817,9.724,-0.045,0.948,-0.392,-0.763,0.763,0.671,80.000,17103.000,1.000
11.221,13.170,16.040,12.150,16.020,14.436,10.560,10.264,-0.044,0.947,-0.390,-0.793,0.671,0.641,80.000,17104.000,1.000
8.533,11.555,13.226,9.556,14.656,14.818,12.828,10.957,-0.046,0.947,-0.392,-0.702,0.763,0.702,80.000,17105.000,1.000
1.099,7.131,6.741,3.024,9.461,9.648,10.374,8.756,-0.047,0.948,-0.391,-0.702,0.854,0.610,80.000,17106.000,1.000
-6.268,1.569,-0.217,-3.923,2.469,1.909,4.264,3.225,-0.047,0.946,-0.389,-0.610,0.732,0.549,80.000,17107.000,1.000
-8.724,-2.822,-3.912,-7.422,-2.626,-3.118,-0.851,-2.363,-0.045,0.946,-0.390,-0.519,0.702,0.580,80.000,17108.000,1.000
-5.357,-3.298,-2.830,-6.559,-3.208,-3.082,-1.205,-3.946,-0.043,0.947,-0.387,-0.610,0.610,0.519,80.000,17109.000,1.000
0.507,0.551,1.844,-1.725,0.995,0.814,3.777,0.149,-0.043,0.944,-0.388,-0.549,0.671,0.610,80.000,17110.000,1.000
4.279,4.450,6.518,4.119,6.670,5.069,9.833,6.290,-0.043,0.942,-0.386,-0.458,0.763,0.641,80.000,17111.000,1.000
5.307,5.285,8.330,6.144,9.403,7.048,10.753,8.270,-0.043,0.942,-0.389,-0.336,0.824,0.732,80.000,17112.000,1.000
5.003,4.507,7.449,3.587,8.323,6.832,5.754,4.884,-0.043,0.943,-0.390,-0.305,0.732,0.671,80.000,17113.000,1.000
2.648,3.467,5.394,0.102,5.790,5.014,0.588,0.742,-0.043,0.945,-0.391,-0.244,0.793,0.702,80.000,17114.000,1.000
-1.375,2.378,3.487,-2.010,3.811,2.638,0.534,-0.684,-0.044,0.945,-0.389,-0.153,0.824,0.763,80.000,17115.000,1.000
-4.483,2.208,2.621,-3.077,2.895,2.007,4.736,-0.382,-0.043,0.945,-0.388,-0.244,0.824,0.763,80.000,17116.000,1.000
-5.630,2.830,2.718,-3.617,2.614,2.924,7.056,-0.666,-0.042,0.946,-0.386,-0.153,0.946,0.824,80.000,17117.000,1.000
-4.938,3.255,3.200,-3.735,2.456,3.119,4.169,-1.693,-0.044,0.949,-0.389,-0.122,0.885,0.824,80.000,17118.000,1.000
-2.872,3.746,3.575,-3.582,2.416,3.017,0.773,-1.900,-0.044,0.947,-0.387,-0.092,0.885,0.732,80.000,17119.000,1.000
-0.932,4.177,3.121,-3.459,2.461,4.106,2.247,-0.647,-0.045,0.945,-0.389,0.000,0.916,0.610,80.000,17120.000,1.000
0.029,3.579,1.859,-3.059,2.503,5.807,7.387,1.636,-0.048,0.945,-0.389,-0.031,0.977,0.702,80.000,17121.000,1.000
-0.024,2.152,0.542,-2.566,2.090,6.344,10.307,3.491,-0.045,0.946,-0.388,0.000,0.885,0.641,80.000,17122.000,1.000
-1.831,0.504,-1.298,-4.387,-0.145,3.916,6.228,1.940,-0.044,0.945,-0.389,-0.031,0.946,0.488,80.000,17123.000,1.000
-5.462,-0.951,-3.736,-8.572,-3.557,-0.561,-1.571,-2.406,-0.043,0.943,-0.392,-0.031,0.977,0.549,80.000,17124.000,1.000
-8.445,-0.529,-4.090,-9.868,-4.032,-1.722,-3.054,-3.195,-0.041,0.943,-0.388,0.000,0.977,0.580,80.000,17125.000,1.000
-8.450,2.034,-1.434,-6.315,-0.702,2.763,3.837,1.163,-0.041,0.945,-0.391,0.183,0.946,0.732,80.000,17126.000,1.000
-7.484,2.555,-0.132,-3.836,0.562,5.875,7.851,3.047,-0.042,0.944,-0.389,0.275,1.038,0.793,80.000,17127.000,1.000
-8.284,-1.144,-2.506,-5.622,-2.968,2.369,2.699,-0.855,-0.043,0.944,-0.386,0.244,1.160,0.793,80.000,17128.000,1.000
-8.629,-4.384,-4.116,-6.765,-5.289,-1.584,-1.893,-3.003,-0.043,0.943,-0.386,0.305,1.221,1.007,80.000,17129.000,1.000
-6.150,-3.653,-2.122,-4.210,-2.330,-0.055,2.505,1.445,-0.043,0.942,-0.390,0.305,1.343,1.038,80.000,17130.000,1.000
-3.827,-1.465,0.150,-1.484,1.663,3.641,9.255,6.580,-0.042,0.946,-0.389,0.275,1.373,1.160,80.000,17131.000,1.000
-4.924,-0.247,0.179,-1.395,2.427,4.908,9.040,6.474,-0.043,0.946,-0.386,0.275,1.404,1.221,80.000,17132.000,1.000
-7.055,0.868,0.198,-2.063,1.581,3.666,3.009,3.335,-0.045,0.945,-0.385,0.122,1.373,1.343,80.000,17133.000,1.000
-5.916,3.038,2.705,-1.090,2.353,2.190,-2.053,1.377,-0.044,0.947,-0.389,0.061,1.251,1.465,80.000,17134.000,1.000
-2.543,5.529,6.192,0.955,4.880,2.673,-2.301,1.276,-0.045,0.946,-0.389,0.000,1.312,1.648,80.000,17135.000,1.000
-1.172,6.466,7.226,2.290,7.005,5.194,1.672,2.221,-0.044,0.946,-0.391,-0.092,1.312,1.648,80.000,17136.000,1.000
-1.415,5.259,5.535,2.425,7.423,7.154,6.029,3.265,-0.046,0.944,-0.390,-0.031,1.343,1.740,80.000,17137.000,1.000
0.914,4.124,4.851,2.815,7.349,6.865,7.105,3.653,-0.048,0.942,-0.393,0.000,1.251,1.648,80.000,17138.000,1.000
6.196,5.575,7.755,5.456,8.688,6.393,5.735,4.105,-0.047,0.943,-0.395,0.183,1.190,1.648,80.000,17139.000,1.000
9.149,8.349,11.350,8.930,10.576,7.364,5.067,5.344,-0.049,0.942,-0.395,0.244,1.160,1.678,80.000,17140.000,1.000
5.772,8.829,11.010,9.232,10.272,7.540,5.654,6.258,-0.051,0.945,-0.394,0.305,1.129,1.495,80.000,17141.000,1.000
-0.360,6.456,7.365,6.637,7.883,6.015,6.650,5.880,-0.053,0.948,-0.394,0.366,0.946,1.373,80.000,17142.000,1.000
-2.746,4.434,5.233,5.205,6.742,5.856,8.162,5.433,-0.054,0.950,-0.390,0.397,0.885,1.190,80.000,17143.000,1.000
-1.020,4.700,6.074,5.220,7.672,7.458,8.923,5.751,-0.054,0.952,-0.391,0.366,0.702,0.977,80.000,17144.000,1.000
0.623,5.500,6.849,3.901,7.586,7.342,7.163,5.366,-0.052,0.952,-0.391,0.305,0.580,0.732,80.000,17145.000,1.000
